,,3,,9:40 AM,UEI601L,,,,UEE510P,,UEE504P,,ULC601P,,UME718L,,,,,,,,UME511P/UME720P,,UME511P/UME720P,,UMT403P,,UMT403P,,UMT503P,,UTA025L,,,,,,,,UCH405L,,,,,,UBT517T,,,,,,UCE513L,,,,,,UCC504L,,UEE508L,,,,,,,,,,UBM505T,,UHU030L,,,,,,UNC501L,,,,,,,,,,UEC716P,,,,UEC502P,,UEC716L,,,,,,,,UEC750P,,,,UEC519P,,UEC512P,,UEC750L,,,,,,UEC502L,,,,,,UNC503P,,UVD501P,,UEC502P,,,3,9:40 AM,
I,I,,,,E102,,,GK,HV(C102),,PE(C113),,IOT(D206B),,F108,,,,,KL,,,AUTO(W121)/HT(W118A),,AUTO(W121)/HT(W118A),,SM(W123),,SM(W123),,MTX(D202),,F107,,,,,,,AKM,E310,,,SKS,,,F208,BB,,,,,E103,,,,,HS,E303,RBB,B208,,,,,,,,,SAH,E307,SKS,E106,,,,,SCB,B308,,,,,,,DGS,,,C202,,,,C326,,B309,,,,,,,AUS,C221,,,,B214,,C210,,F203,,,,,SV,F204,,,,,AKA,C333,,C334,,C203,,I,,,
,,4,,10:30 AM,UEI608L,,,,LAB,,LAB,,LAB,,UME404L,,,,,,,,LAB,,LAB,,LAB,,LAB,,LAB,,UMT403L,,,,,,,,UCH501L,,,,UBT512L,,,,,,,,UCE512L,,,,,,UCC503L,,ULC512L,,,,,,,,,,UBM505L,,UCT513L/UCT512L,,,,,,UEC310L,,,,,,,,,,LAB,,,,LAB,,UEC502L,,,,,,,,LAB,,UEC502T,,LAB,,LAB,,UEC519L,,,,,,UEC512L,,,,,,LAB,,LAB,,LAB,,,4,10:30 AM,
D,D,,,,E102,,,RA,PBK,,MBK,,TA4,,F108,,,,,GB,,,DK/SSH,,DK/SSH,,MDS,,MDS,,SNK,,F107,,,,,,,HLB,E310,,,SKA,F208,,,,,,,DD,E103,,,,,ABD,E303,HS,B209,,,,,,,,,RVK,E307,SKS,E106/E101,,,,,SB/SAM,B308,,,,,,,LKB,,,SUJ,,,,APC12,,B309,,,,,,,SNJ,RJS,,F316,AKS,HSS,,HS,,F203,,,,,SUS,F204,,,,,SKR,APC7,,MA,,APC14,,D,,,
,,5,,11:20 AM,UEIXXXL,,,,ULC601P,,ULC601P,,UEE510P,,UME720L,,,,,,UME633L,,,,,,UMT503L,,,,,,,,,,,,,,UCH405P,,UCH506P,,,,,,,,,,UCE501P,,UCE513T,,UCE513T,,UCC505L,,ULC601L,,,,,,,,,,UBMXXXL,,,,UCT501P,,UCT502P,,UEC716L,,,,UTA025T,,,,UEC502L,,,,,,,,UEC716P,,UEC502T,,UNC503P,,,,UEC513L,,,,,,,,UEC519P,,,,UEC512P,,UEC519L,,,,,,UEC867T,,UEC502T,,,,,5,11:20 AM,
A,A,,,,E102,,,NJS,ISD(C223),,IOT(D206B),,HV(C102),,F107,,,,,MDM,F108,,AM,,,,F109,,,SNK,,,,,,,,,,,B119,,BC125,,,,,,,,,,CD122,,E308,,F313,,E303,HAS,B208,,,,,,,,,SBH,BMC(C323),,,,PL-4(L011),,SS-1 (L201),,C326,,,,E205,,,,B308,,,,,,,RVK,C303,,F303,APC10,C333,,,,B309,,,,,,,GDS,B214,,,,C210,,F204,,,,,AM,B107,RPN,E301,APC11,,,A,,,
,,6,,12:10 PM,UEI604L,,,,LAB,,LAB,,LAB,,,,,,,,UME408L,,,,,,,,UMT504T,,UMT403T,,,,,,,,,,LAB,,LAB,,,,,,,,,,LAB,,HS,,LAB,,UCC503T,,ULC501L,,,,,,,,,,LAB,,,,LAB,,LAB,,LAB,,,,AB,,,,UEC310L,,,,,,,,LAB,,UEC310T,,LAB,,,,UEC519L,,,,,,,,LAB,,,,LAB,,UEC750L,,,,,,UEC610L,,,,,,,6,12:10 PM,
Y,Y,,,,E102,,,RPN,SKJ,,TA4,,PBK,,,,,,,,F108,,,,,BJS,,,F307,RKD,F309,MDS,,,,,,,,,RM,,PMS,,,,,,,,,,APR,,,,PTK,,E303,ABD,B208,,,,,,,,,RVK,DBD,,,,RAJ,,SUG,,UKS,,,,,,,,B308,,,,,,,GTJ,AUS,,F303,APC12,RU,,,,B309,,,,,,,HSS,AKS,,,,KBS,,F204,,,,,SUJ,F208,,,,,AMK1,Y,,,
,,7,,1:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1:00 PM,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,,1:50 PM,,,,,UEE410L,,,,,,UTA025P,,,,UME511/UME720P,,UME633P,,,,,,UMT503P,,UMT504P,,UMT403P,,,,,,,,,,,,,,,,,,FIRST FLOOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,UHU042P,,UNC503L,,,,,,,,,,,,,,,,UTA025T,,,,UEC716P,,UNC501P,,UTA025T,,,,UEC750P,,UEC502T,,UEC523P,,,,,,UTA025T,,UTA025T,,UEC502P,,UVD501P,,UEC502P,,,,,8,1:50 PM,
,,,,,,,,,E102,,,,,MDL,F309,,,,AUTO(W121)/HT(W118A),,F108,,,,,,MTX(D202),,ROBOTICS(D201),,SM(W123),,,,,,,,,,,,,,,,,,LAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,E301,,B308,,,,,,,SUR,,,,,,,,,F315,,,,C202,,C327,,F310,,,,C221,,F303,APC11,F207,,,,,,F312,,F312,,C326,,C334,,C203,,,,,,,
,,9,,2:40 PM,,,,,,,,,,,LAB,,,,LAB,,AM/SPP,,,,,,LAB,,LAB,,LAB,,,,,,,,,,,,,,,,,,NL,,,,,,,,,,,,ULC512P(G1)/ULC512P(G2)/ULC513P(G1)/ULC513P(G2),,,,,,,,,,UEI614T,,,,,,LAB,,UEC716L,,,,,,,,,,,,,,,,GPK,,,,LAB,,LAB,,PK,,,,LAB,,UEC519T,,LAB,,,,,,SCB,,SCB,,LAB,,LAB,,LAB,,,,,9,2:40 PM,
,,,,,,,,,,,,,,,VS,,,,GTS/MDM,,,,,,,,SNK,,RKD,,MDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSS(H220)/NETWORK(H223)/IOT(D206B)/BMC(C323),,,,,,,,,,E307,MIS,,,,,NSD,,B308,,,,,,,AUS,,,,,,,,,,,,,UKS,,KUA-RA,,,,,,SV,,F303,AM,NJ,,,,,,,,,,LKB,,MA,,ST,,,,,,,
,,10,,3:30 PM,,,,,,,,,,,UME720T,,,,UTA024P,,,,,,,,,,,,UTA024P,,UTA025P,,,,,,,,,,,,,,,,,,UBT518P,,,,,,,,,,LAB,,,,,,,,,,UBM605L,,UHUXX2L,,,,,,UNC514P/UEC521P/UEC518P,,,,,,,,,,,,,,,,,,,,,,,,UEC521P/UEC520P,,,,,,,,,,,,,,UEC523L,,,,,,UEC502T,,,,,,,10,3:30 PM,
,,,,,,,,,,,,,,,F209,MDM,,,B216/L101,,,,,,,,,,,,L101/B216,,F309,,,,,,,,,,,,,,,,,,STEP,,,,,,,,,,RVK/TA9/DND/TA4,,,,,,,,,,E307,ASG,LP108,,,,,RR,C326/C221/C202,,,,,,,,,,,,,,,,,,,,,,,,C221/C333,,,,,,,,,,,,,,F201,,,,,,E301,SNJ,,,,,,,,
,,11,,4:20 PM,,,,,,,,,,,,,,,LAB,,,,,,,,,,,,LAB,,AKM,,,,,,,,,,,,,,,,,,FIRST FLOOR,,,,,,,,,,,,,,,,,,,,UEI831L,,,,,,,,LAB,,,,,,,,,,,,,,,,,,,,,,,,LAB,,,,,,,,,,,,,,SMD,,,,,,,,,,,,,11,4:20 PM,
,,,,,,,,,,,,,,,,,,,AMK1/SAS-RA,,,,,,,,,,,,SAS-RA/AMK1,,,,,,,,,,,,,,,,,,,,LAB,,,,,,,,,,,,,,,,,,,,E307,DBM,,,,,,,SUR/SSK/NS,,,,,,,,,,,,,,,,,,,,,,,,SSK/SUK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12,,5:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VKH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,5:10 PM,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,13,,6:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,6:00 PM,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,14,,6:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,6:50 PM,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
